transaction_id,payment_method,card_type,status
TXN005660,PayPal,None,Success
TXN005661,Debit Card,MasterCard,Success
TXN005662,Crypto,None,Failed
TXN005663,Bank Transfer,None,Success
TXN005664,PayPal,None,Failed
TXN005665,Debit Card,Amex,Pending
TXN005666,Credit Card,Amex,Success
TXN005667,Crypto,None,Failed
TXN005668,PayPal,None,Pending
TXN005669,Bank Transfer,None,Failed
TXN005670,Debit Card,Amex,Success
TXN005671,Crypto,None,Failed
TXN005672,PayPal,None,Success
TXN005673,PayPal,None,Failed
TXN005674,PayPal,None,Failed
TXN005675,PayPal,None,Pending
TXN005676,Bank Transfer,None,Pending
TXN005677,PayPal,None,Failed
TXN005678,Debit Card,None,Pending
TXN005679,Credit Card,Amex,Pending
TXN005680,Bank Transfer,None,Failed
TXN005681,PayPal,None,Failed
TXN005682,Credit Card,Visa,Pending
TXN005683,Credit Card,None,Failed
TXN005684,Debit Card,Amex,Success
TXN005685,Credit Card,Amex,Success
TXN005686,Debit Card,Amex,Failed
TXN005687,Credit Card,Visa,Success
TXN005688,Credit Card,Amex,Pending
TXN005689,Bank Transfer,None,Success
TXN005690,Credit Card,None,Pending
TXN005691,Debit Card,Amex,Failed
TXN005692,Credit Card,Visa,Failed
TXN005693,Credit Card,Visa,Failed
TXN005694,Bank Transfer,None,Failed
TXN005695,Crypto,None,Pending
TXN005696,Credit Card,None,Pending
TXN005697,PayPal,None,Success
TXN005698,Bank Transfer,None,Failed
TXN005699,PayPal,None,Success
TXN005700,Debit Card,Visa,Pending
TXN005701,Debit Card,Visa,Pending
TXN005702,Crypto,None,Success
TXN005703,Debit Card,None,Success
TXN005704,Credit Card,Visa,Pending
TXN005705,Debit Card,MasterCard,Pending
TXN005706,PayPal,None,Failed
TXN005707,PayPal,None,Pending
TXN005708,Crypto,None,Pending
TXN005709,Crypto,None,Success
TXN005710,PayPal,None,Failed
TXN005711,Credit Card,None,Pending
TXN005712,Credit Card,Amex,Failed
TXN005713,Credit Card,MasterCard,Pending
TXN005714,Debit Card,MasterCard,Failed
TXN005715,PayPal,None,Success
TXN005716,Crypto,None,Pending
TXN005717,PayPal,None,Success
TXN005718,Bank Transfer,None,Failed
TXN005719,Bank Transfer,None,Failed
TXN005720,PayPal,None,Failed
TXN005721,Credit Card,Amex,Pending
TXN005722,Bank Transfer,None,Pending
TXN005723,Debit Card,None,Failed
TXN005724,Debit Card,Visa,Pending
TXN005725,Debit Card,Visa,Failed
TXN005726,PayPal,None,Success
TXN005727,Credit Card,Visa,Success
TXN005728,Debit Card,Amex,Failed
TXN005729,Debit Card,MasterCard,Failed
TXN005730,Bank Transfer,None,Failed
TXN005731,Crypto,None,Success
TXN005732,PayPal,None,Pending
TXN005733,Bank Transfer,None,Success
TXN005734,Debit Card,MasterCard,Failed
TXN005735,PayPal,None,Failed
TXN005736,Bank Transfer,None,Failed
TXN005737,Bank Transfer,None,Pending
TXN005738,Crypto,None,Pending
TXN005739,PayPal,None,Failed
TXN005740,Bank Transfer,None,Success
TXN005741,Bank Transfer,None,Pending
TXN005742,Crypto,None,Success
TXN005743,Crypto,None,Pending
TXN005744,Crypto,None,Success
TXN005745,Crypto,None,Success
TXN005746,Debit Card,Amex,Pending
TXN005747,Credit Card,MasterCard,Success
TXN005748,PayPal,None,Success
TXN005749,Crypto,None,Success
TXN005750,PayPal,None,Pending
TXN005751,Credit Card,None,Pending
TXN005752,Debit Card,Amex,Success
TXN005753,Credit Card,MasterCard,Pending
TXN005754,Bank Transfer,None,Success
TXN005755,Credit Card,Visa,Failed
TXN005756,Credit Card,Amex,Failed
TXN005757,Bank Transfer,None,Pending
TXN005758,Crypto,None,Failed
TXN005759,Bank Transfer,None,Pending
TXN005760,Crypto,None,Success
TXN005761,Crypto,None,Success
TXN005762,Credit Card,MasterCard,Failed
TXN005763,PayPal,None,Success
TXN005764,Credit Card,Visa,Failed
TXN005765,Credit Card,None,Success
TXN005766,Debit Card,Visa,Pending
TXN005767,Crypto,None,Success
TXN005768,Crypto,None,Pending
TXN005769,Crypto,None,Pending
TXN005770,PayPal,None,Success
TXN005771,PayPal,None,Pending
TXN005772,Bank Transfer,None,Success
TXN005773,Crypto,None,Pending
TXN005774,Crypto,None,Success
TXN005775,Crypto,None,Failed
TXN005776,Crypto,None,Pending
TXN005777,Debit Card,MasterCard,Success
TXN005778,Crypto,None,Pending
TXN005779,Credit Card,Visa,Failed
TXN005780,Credit Card,Visa,Pending
TXN005781,PayPal,None,Failed
TXN005782,Debit Card,Visa,Success
TXN005783,PayPal,None,Pending
TXN005784,Debit Card,MasterCard,Failed
TXN005785,PayPal,None,Pending
TXN005786,Bank Transfer,None,Failed
TXN005787,Crypto,None,Success
TXN005788,Crypto,None,Failed
TXN005789,Credit Card,Visa,Success
TXN005790,Crypto,None,Failed
TXN005791,Debit Card,Amex,Failed
TXN005792,Debit Card,MasterCard,Pending
TXN005793,PayPal,None,Pending
TXN005794,Debit Card,Amex,Failed
TXN005795,Bank Transfer,None,Pending
TXN005796,PayPal,None,Success
TXN005797,PayPal,None,Success
TXN005798,Credit Card,MasterCard,Pending
TXN005799,Debit Card,None,Failed
TXN005800,Debit Card,None,Failed
TXN005801,Crypto,None,Pending
TXN005802,Credit Card,Amex,Failed
TXN005803,PayPal,None,Failed
TXN005804,Debit Card,MasterCard,Pending
TXN005805,Debit Card,Amex,Pending
TXN005806,Bank Transfer,None,Success
TXN005807,Bank Transfer,None,Failed
TXN005808,PayPal,None,Pending
TXN005809,Crypto,None,Failed
TXN005810,Credit Card,Amex,Success
TXN005811,Bank Transfer,None,Success
TXN005812,Credit Card,Visa,Success
TXN005813,PayPal,None,Success
TXN005814,PayPal,None,Failed
TXN005815,PayPal,None,Failed
TXN005816,Crypto,None,Failed
TXN005817,Debit Card,Visa,Success
TXN005818,PayPal,None,Success
TXN005819,Bank Transfer,None,Success
TXN005820,PayPal,None,Failed
TXN005821,Crypto,None,Success
TXN005822,Debit Card,None,Pending
TXN005823,PayPal,None,Success
TXN005824,Bank Transfer,None,Failed
TXN005825,Credit Card,Visa,Failed
TXN005826,Bank Transfer,None,Failed
TXN005827,Crypto,None,Success
TXN005828,PayPal,None,Pending
TXN005829,Debit Card,None,Failed
TXN005830,Bank Transfer,None,Failed
TXN005831,PayPal,None,Success
TXN005832,PayPal,None,Pending
TXN005833,PayPal,None,Failed
TXN005834,Debit Card,Visa,Success
TXN005835,Bank Transfer,None,Failed
TXN005836,PayPal,None,Failed
TXN005837,Bank Transfer,None,Failed
TXN005838,PayPal,None,Failed
TXN005839,PayPal,None,Failed
TXN005840,PayPal,None,Success
TXN005841,Crypto,None,Pending
TXN005842,PayPal,None,Success
TXN005843,Crypto,None,Success
TXN005844,Debit Card,None,Success
TXN005845,Credit Card,Visa,Failed
TXN005846,Credit Card,Amex,Success
TXN005847,Crypto,None,Success
TXN005848,Crypto,None,Pending
TXN005849,Crypto,None,Pending
TXN005850,PayPal,None,Success
TXN005851,Debit Card,Visa,Pending
TXN005852,PayPal,None,Success
TXN005853,Crypto,None,Success
TXN005854,Credit Card,None,Failed
TXN005855,Credit Card,MasterCard,Pending
TXN005856,PayPal,None,Failed
TXN005857,PayPal,None,Pending
TXN005858,Bank Transfer,None,Success
TXN005859,Credit Card,MasterCard,Failed
TXN005860,Crypto,None,Failed
TXN005861,Debit Card,MasterCard,Success
TXN005862,Crypto,None,Pending
TXN005863,Debit Card,Visa,Pending
TXN005864,Bank Transfer,None,Pending
TXN005865,Debit Card,MasterCard,Pending
TXN005866,PayPal,None,Pending
TXN005867,Credit Card,MasterCard,Pending
TXN005868,PayPal,None,Failed
TXN005869,Crypto,None,Pending
TXN005870,Bank Transfer,None,Success
TXN005871,Debit Card,Visa,Failed
TXN005872,Crypto,None,Failed
TXN005873,Bank Transfer,None,Pending
TXN005874,PayPal,None,Pending
TXN005875,Crypto,None,Pending
TXN005876,Credit Card,Visa,Success
TXN005877,Debit Card,None,Success
TXN005878,Credit Card,Visa,Pending
TXN005879,Bank Transfer,None,Failed
TXN005880,Crypto,None,Failed
TXN005881,Credit Card,None,Success
TXN005882,PayPal,None,Pending
TXN005883,PayPal,None,Pending
TXN005884,Debit Card,Visa,Failed
TXN005885,Bank Transfer,None,Success
TXN005886,PayPal,None,Success
TXN005887,Debit Card,Visa,Pending
TXN005888,Credit Card,MasterCard,Pending
TXN005889,Debit Card,Amex,Failed
TXN005890,Crypto,None,Failed
TXN005891,Credit Card,Visa,Pending
TXN005892,Debit Card,MasterCard,Pending
TXN005893,Bank Transfer,None,Success
TXN005894,Credit Card,Amex,Pending
TXN005895,Crypto,None,Failed
TXN005896,Crypto,None,Success
TXN005897,Bank Transfer,None,Pending
TXN005898,Bank Transfer,None,Failed
TXN005899,Credit Card,Amex,Failed
TXN005900,Bank Transfer,None,Failed
TXN005901,PayPal,None,Pending
TXN005902,Bank Transfer,None,Success
TXN005903,PayPal,None,Failed
TXN005904,Crypto,None,Failed
TXN005905,Debit Card,None,Pending
TXN005906,Credit Card,Amex,Failed
TXN005907,Credit Card,Amex,Success
TXN005908,Bank Transfer,None,Success
TXN005909,Credit Card,Visa,Failed
TXN005910,Crypto,None,Pending
TXN005911,Bank Transfer,None,Success
TXN005912,PayPal,None,Success
TXN005913,PayPal,None,Success
TXN005914,Crypto,None,Pending
TXN005915,PayPal,None,Failed
TXN005916,Credit Card,Visa,Pending
TXN005917,Crypto,None,Pending
TXN005918,Bank Transfer,None,Success
TXN005919,PayPal,None,Pending
TXN005920,PayPal,None,Failed
TXN005921,Debit Card,MasterCard,Pending
TXN005922,Crypto,None,Success
TXN005923,Credit Card,Amex,Failed
TXN005924,Debit Card,MasterCard,Pending
TXN005925,PayPal,None,Pending
TXN005926,Credit Card,None,Pending
TXN005927,Crypto,None,Pending
TXN005928,PayPal,None,Success
TXN005929,Credit Card,None,Pending
TXN005930,Debit Card,None,Success
TXN005931,Debit Card,None,Failed
TXN005932,PayPal,None,Success
TXN005933,Crypto,None,Success
TXN005934,Debit Card,Visa,Failed
TXN005935,Debit Card,MasterCard,Failed
TXN005936,Debit Card,None,Success
TXN005937,PayPal,None,Success
TXN005938,PayPal,None,Success
TXN005939,Credit Card,None,Pending
TXN005940,Bank Transfer,None,Failed
TXN005941,PayPal,None,Failed
TXN005942,PayPal,None,Pending
TXN005943,Crypto,None,Success
TXN005944,Credit Card,Amex,Success
TXN005945,Credit Card,Amex,Pending
TXN005946,PayPal,None,Pending
TXN005947,Credit Card,Visa,Success
TXN005948,Credit Card,Visa,Pending
TXN005949,Debit Card,MasterCard,Success
TXN005950,Crypto,None,Pending
TXN005951,PayPal,None,Pending
TXN005952,Credit Card,MasterCard,Success
TXN005953,Crypto,None,Pending
TXN005954,PayPal,None,Pending
TXN005955,PayPal,None,Pending
TXN005956,Crypto,None,Pending
TXN005957,Crypto,None,Failed
TXN005958,Crypto,None,Success
TXN005959,Bank Transfer,None,Pending
TXN005960,Credit Card,Amex,Pending
TXN005961,Crypto,None,Failed
TXN005962,Bank Transfer,None,Success
TXN005963,Credit Card,None,Failed
TXN005964,Debit Card,Amex,Pending
TXN005965,Debit Card,Visa,Success
TXN005966,PayPal,None,Success
TXN005967,Crypto,None,Pending
TXN005968,Crypto,None,Success
TXN005969,Crypto,None,Failed
TXN005970,Debit Card,None,Failed
TXN005971,Crypto,None,Success
TXN005972,Crypto,None,Success
TXN005973,Credit Card,Visa,Pending
TXN005974,Debit Card,Amex,Failed
TXN005975,Credit Card,Amex,Success
TXN005976,Bank Transfer,None,Success
TXN005977,PayPal,None,Pending
TXN005978,Bank Transfer,None,Success
TXN005979,PayPal,None,Pending
TXN005980,Bank Transfer,None,Failed
TXN005981,Debit Card,Amex,Pending
TXN005982,Debit Card,Amex,Failed
TXN005983,Debit Card,Amex,Success
TXN005984,PayPal,None,Pending
TXN005985,Debit Card,Amex,Pending
TXN005986,Debit Card,MasterCard,Success
TXN005987,Crypto,None,Pending
TXN005988,Debit Card,None,Success
TXN005989,Bank Transfer,None,Success
TXN005990,PayPal,None,Failed
TXN005991,Bank Transfer,None,Success
TXN005992,Crypto,None,Pending
TXN005993,Debit Card,MasterCard,Pending
TXN005994,PayPal,None,Failed
TXN005995,Crypto,None,Failed
TXN005996,Bank Transfer,None,Pending
TXN005997,PayPal,None,Pending
TXN005998,Debit Card,None,Failed
TXN005999,Debit Card,Amex,Failed
TXN006000,PayPal,None,Pending
TXN006001,Bank Transfer,None,Pending
TXN006002,PayPal,None,Failed
TXN006003,Credit Card,MasterCard,Failed
TXN006004,Debit Card,MasterCard,Failed
TXN006005,Bank Transfer,None,Success
TXN006006,Bank Transfer,None,Pending
TXN006007,Bank Transfer,None,Pending
TXN006008,Bank Transfer,None,Pending
TXN006009,Credit Card,Visa,Pending
TXN006010,Credit Card,Amex,Failed
TXN006011,Bank Transfer,None,Failed
TXN006012,Credit Card,Amex,Failed
TXN006013,Debit Card,MasterCard,Failed
TXN006014,Debit Card,MasterCard,Failed
TXN006015,Bank Transfer,None,Pending
TXN006016,PayPal,None,Failed
TXN006017,PayPal,None,Failed
TXN006018,Crypto,None,Pending
TXN006019,Debit Card,MasterCard,Failed
TXN006020,Bank Transfer,None,Success
TXN006021,PayPal,None,Pending
TXN006022,Crypto,None,Failed
TXN006023,Bank Transfer,None,Pending
TXN006024,Bank Transfer,None,Failed
TXN006025,PayPal,None,Success
TXN006026,Crypto,None,Pending
TXN006027,Bank Transfer,None,Failed
TXN006028,PayPal,None,Success
TXN006029,Crypto,None,Pending
TXN006030,Credit Card,Amex,Success
TXN006031,Bank Transfer,None,Success
TXN006032,PayPal,None,Failed
TXN006033,Debit Card,Amex,Success
TXN006034,Credit Card,Amex,Success
TXN006035,Debit Card,Amex,Success
TXN006036,PayPal,None,Failed
TXN006037,Bank Transfer,None,Pending
TXN006038,Credit Card,Visa,Success
TXN006039,PayPal,None,Success
TXN006040,Crypto,None,Failed
TXN006041,Crypto,None,Failed
TXN006042,Crypto,None,Pending
TXN006043,Crypto,None,Success
TXN006044,PayPal,None,Pending
TXN006045,PayPal,None,Pending
TXN006046,Crypto,None,Failed
TXN006047,PayPal,None,Pending
TXN006048,Debit Card,Visa,Success
TXN006049,Debit Card,Visa,Failed
TXN006050,Debit Card,Visa,Success
TXN006051,Debit Card,Visa,Pending
TXN006052,Crypto,None,Failed
TXN006053,PayPal,None,Pending
TXN006054,Debit Card,MasterCard,Pending
TXN006055,Crypto,None,Failed
TXN006056,Crypto,None,Success
TXN006057,Debit Card,None,Failed
TXN006058,Credit Card,Visa,Success
TXN006059,Credit Card,None,Failed
TXN006060,Credit Card,Visa,Pending
TXN006061,Crypto,None,Failed
TXN006062,Debit Card,Visa,Failed
TXN006063,Bank Transfer,None,Failed
TXN006064,Credit Card,Visa,Pending
TXN006065,Credit Card,None,Pending
TXN006066,Bank Transfer,None,Success
TXN006067,PayPal,None,Failed
TXN006068,Crypto,None,Failed
TXN006069,PayPal,None,Failed
TXN006070,Debit Card,Amex,Success
TXN006071,Bank Transfer,None,Failed
TXN006072,PayPal,None,Pending
TXN006073,Crypto,None,Failed
TXN006074,Credit Card,MasterCard,Failed
TXN006075,Crypto,None,Success
TXN006076,PayPal,None,Failed
TXN006077,Credit Card,MasterCard,Success
TXN006078,PayPal,None,Pending
TXN006079,Bank Transfer,None,Failed
TXN006080,Debit Card,Visa,Pending
TXN006081,Credit Card,Visa,Pending
TXN006082,PayPal,None,Pending
TXN006083,Credit Card,MasterCard,Failed
TXN006084,Debit Card,Visa,Failed
TXN006085,Debit Card,None,Success
TXN006086,Crypto,None,Failed
TXN006087,Credit Card,None,Success
TXN006088,Crypto,None,Failed
TXN006089,Crypto,None,Failed
TXN006090,Crypto,None,Pending
TXN006091,PayPal,None,Success
TXN006092,Debit Card,MasterCard,Success
TXN006093,Debit Card,Amex,Pending
TXN006094,PayPal,None,Failed
TXN006095,PayPal,None,Failed
TXN006096,Credit Card,Amex,Failed
TXN006097,Crypto,None,Failed
TXN006098,Crypto,None,Pending
TXN006099,Bank Transfer,None,Success
TXN006100,PayPal,None,Success
TXN006101,Debit Card,None,Success
TXN006102,Debit Card,Visa,Pending
TXN006103,Credit Card,None,Failed
TXN006104,Bank Transfer,None,Failed
TXN006105,Bank Transfer,None,Pending
TXN006106,PayPal,None,Success
TXN006107,Bank Transfer,None,Pending
TXN006108,Debit Card,Amex,Pending
TXN006109,Debit Card,MasterCard,Success
TXN006110,Debit Card,Amex,Pending
TXN006111,Bank Transfer,None,Failed
TXN006112,Crypto,None,Failed
TXN006113,Debit Card,MasterCard,Pending
TXN006114,Debit Card,Amex,Success
TXN006115,Credit Card,Amex,Pending
TXN006116,PayPal,None,Failed
TXN006117,Bank Transfer,None,Failed
TXN006118,PayPal,None,Success
TXN006119,Bank Transfer,None,Failed
TXN006120,Credit Card,MasterCard,Pending
TXN006121,Crypto,None,Failed
TXN006122,PayPal,None,Failed
TXN006123,Crypto,None,Failed
TXN006124,Crypto,None,Pending
TXN006125,Debit Card,Amex,Failed
TXN006126,Bank Transfer,None,Success
TXN006127,PayPal,None,Success
TXN006128,PayPal,None,Failed
TXN006129,PayPal,None,Failed
TXN006130,Crypto,None,Failed
TXN006131,Crypto,None,Failed
TXN006132,Crypto,None,Success
TXN006133,PayPal,None,Success
TXN006134,Bank Transfer,None,Failed
TXN006135,Crypto,None,Failed
TXN006136,Bank Transfer,None,Failed
TXN006137,Credit Card,None,Success
TXN006138,Crypto,None,Success
TXN006139,Crypto,None,Pending
TXN006140,PayPal,None,Success
TXN006141,Crypto,None,Failed
TXN006142,Crypto,None,Pending
TXN006143,PayPal,None,Failed
TXN006144,Debit Card,Amex,Pending
TXN006145,Credit Card,MasterCard,Pending
TXN006146,Bank Transfer,None,Failed
TXN006147,PayPal,None,Pending
TXN006148,Credit Card,Amex,Failed
TXN006149,Credit Card,None,Pending
TXN006150,Bank Transfer,None,Pending
TXN006151,Bank Transfer,None,Success
TXN006152,Bank Transfer,None,Success
TXN006153,Credit Card,MasterCard,Failed
TXN006154,Crypto,None,Pending
TXN006155,Credit Card,Amex,Success
TXN006156,Credit Card,MasterCard,Pending
TXN006157,Crypto,None,Success
TXN006158,Debit Card,None,Failed
TXN006159,Crypto,None,Success
TXN006160,PayPal,None,Failed
TXN006161,Crypto,None,Pending
TXN006162,PayPal,None,Pending
TXN006163,Bank Transfer,None,Success
TXN006164,Bank Transfer,None,Pending
TXN006165,PayPal,None,Pending
TXN006166,Credit Card,Amex,Pending
TXN006167,Crypto,None,Failed
TXN006168,PayPal,None,Failed
TXN006169,Credit Card,None,Success
TXN006170,Crypto,None,Pending
TXN006171,Bank Transfer,None,Pending
TXN006172,Debit Card,Visa,Success
TXN006173,Crypto,None,Pending
TXN006174,Credit Card,Visa,Failed
TXN006175,Crypto,None,Failed
TXN006176,Debit Card,MasterCard,Pending
TXN006177,Debit Card,Visa,Success
TXN006178,Debit Card,MasterCard,Pending
TXN006179,Debit Card,Visa,Pending
TXN006180,PayPal,None,Failed
TXN006181,Debit Card,MasterCard,Success
TXN006182,PayPal,None,Pending
TXN006183,Crypto,None,Failed
TXN006184,Crypto,None,Success
TXN006185,PayPal,None,Failed
TXN006186,Crypto,None,Success
TXN006187,Bank Transfer,None,Success
TXN006188,Debit Card,None,Pending
TXN006189,Credit Card,None,Success
TXN006190,PayPal,None,Failed
TXN006191,Credit Card,MasterCard,Success
TXN006192,PayPal,None,Failed
TXN006193,Credit Card,None,Pending
TXN006194,Debit Card,None,Success
TXN006195,Crypto,None,Pending
TXN006196,Credit Card,None,Pending
TXN006197,Bank Transfer,None,Failed
TXN006198,Credit Card,None,Failed
TXN006199,Crypto,None,Success
TXN006200,Bank Transfer,None,Failed
TXN006201,Credit Card,Amex,Pending
TXN006202,Crypto,None,Pending
TXN006203,Credit Card,Amex,Pending
TXN006204,Debit Card,Amex,Pending
TXN006205,Debit Card,Amex,Failed
TXN006206,Bank Transfer,None,Pending
TXN006207,PayPal,None,Pending
TXN006208,Debit Card,None,Pending
TXN006209,Crypto,None,Success
TXN006210,PayPal,None,Success
TXN006211,Bank Transfer,None,Pending
TXN006212,Debit Card,Visa,Failed
TXN006213,Debit Card,Amex,Success
TXN006214,Debit Card,Visa,Failed
TXN006215,Credit Card,Visa,Success
TXN006216,Bank Transfer,None,Pending
TXN006217,PayPal,None,Pending
TXN006218,Credit Card,None,Failed
TXN006219,Debit Card,None,Failed
TXN006220,Crypto,None,Success
TXN006221,PayPal,None,Success
TXN006222,Bank Transfer,None,Pending
TXN006223,Bank Transfer,None,Pending
TXN006224,Debit Card,Visa,Failed
TXN006225,Debit Card,MasterCard,Pending
TXN006226,PayPal,None,Success
TXN006227,Debit Card,None,Success
TXN006228,Debit Card,Amex,Failed
TXN006229,Debit Card,Amex,Success
TXN006230,Crypto,None,Pending
TXN006231,Debit Card,Visa,Success
TXN006232,Crypto,None,Pending
TXN006233,Debit Card,MasterCard,Failed
TXN006234,Bank Transfer,None,Pending
TXN006235,PayPal,None,Pending
TXN006236,Debit Card,Visa,Failed
TXN006237,PayPal,None,Success
TXN006238,Crypto,None,Success
TXN006239,PayPal,None,Success
TXN006240,PayPal,None,Pending
TXN006241,Debit Card,MasterCard,Success
TXN006242,Crypto,None,Pending
TXN006243,Debit Card,Visa,Success
TXN006244,Debit Card,Visa,Failed
TXN006245,Crypto,None,Pending
TXN006246,Crypto,None,Pending
TXN006247,Crypto,None,Pending
TXN006248,Debit Card,MasterCard,Pending
TXN006249,Debit Card,None,Pending
TXN006250,Crypto,None,Failed
TXN006251,Bank Transfer,None,Pending
TXN006252,Credit Card,None,Failed
TXN006253,Credit Card,Amex,Failed
TXN006254,Bank Transfer,None,Failed
TXN006255,Debit Card,MasterCard,Failed
TXN006256,Credit Card,MasterCard,Pending
TXN006257,PayPal,None,Success
TXN006258,PayPal,None,Failed
TXN006259,Crypto,None,Failed
TXN006260,Debit Card,None,Pending
TXN006261,Credit Card,MasterCard,Failed
TXN006262,Crypto,None,Pending
TXN006263,Bank Transfer,None,Pending
TXN006264,Bank Transfer,None,Pending
TXN006265,PayPal,None,Pending
TXN006266,Bank Transfer,None,Pending
TXN006267,Bank Transfer,None,Pending
TXN006268,Debit Card,Amex,Pending
TXN006269,Bank Transfer,None,Pending
TXN006270,Crypto,None,Failed
TXN006271,PayPal,None,Pending
TXN006272,Crypto,None,Failed
TXN006273,Crypto,None,Failed
TXN006274,Debit Card,None,Pending
TXN006275,Bank Transfer,None,Success
TXN006276,Debit Card,MasterCard,Failed
TXN006277,PayPal,None,Success
TXN006278,PayPal,None,Success
TXN006279,Crypto,None,Pending
TXN006280,Debit Card,None,Failed
TXN006281,Bank Transfer,None,Pending
TXN006282,Credit Card,MasterCard,Pending
TXN006283,Crypto,None,Failed
TXN006284,Bank Transfer,None,Failed
TXN006285,Bank Transfer,None,Pending
TXN006286,Bank Transfer,None,Pending
TXN006287,Crypto,None,Pending
TXN006288,Crypto,None,Success
TXN006289,Crypto,None,Success
TXN006290,PayPal,None,Failed
TXN006291,Crypto,None,Pending
TXN006292,PayPal,None,Pending
TXN006293,Credit Card,MasterCard,Failed
TXN006294,Credit Card,MasterCard,Pending
TXN006295,Credit Card,MasterCard,Failed
TXN006296,PayPal,None,Success
TXN006297,Crypto,None,Pending
TXN006298,Bank Transfer,None,Pending
TXN006299,Credit Card,None,Failed
TXN006300,Crypto,None,Failed
TXN006301,PayPal,None,Success
TXN006302,Crypto,None,Success
TXN006303,Crypto,None,Success
TXN006304,PayPal,None,Success
TXN006305,Bank Transfer,None,Success
TXN006306,Crypto,None,Failed
TXN006307,Credit Card,None,Success
TXN006308,Credit Card,Visa,Success
TXN006309,Debit Card,MasterCard,Success
TXN006310,Bank Transfer,None,Pending
TXN006311,Debit Card,Amex,Success
TXN006312,Bank Transfer,None,Failed
TXN006313,Credit Card,MasterCard,Failed
TXN006314,PayPal,None,Success
TXN006315,Bank Transfer,None,Success
TXN006316,Debit Card,MasterCard,Failed
TXN006317,Crypto,None,Pending
TXN006318,Crypto,None,Pending
TXN006319,PayPal,None,Pending
TXN006320,Credit Card,MasterCard,Failed
TXN006321,Credit Card,Amex,Failed
TXN006322,Debit Card,MasterCard,Pending
TXN006323,Credit Card,Visa,Failed
TXN006324,Crypto,None,Success
TXN006325,PayPal,None,Success
TXN006326,Crypto,None,Success
TXN006327,Bank Transfer,None,Success
TXN006328,Debit Card,None,Success
TXN006329,Debit Card,None,Success
TXN006330,Bank Transfer,None,Pending
TXN006331,PayPal,None,Failed
TXN006332,Debit Card,Amex,Pending
TXN006333,Crypto,None,Failed
TXN006334,Credit Card,MasterCard,Pending
TXN006335,Credit Card,Amex,Success
TXN006336,Bank Transfer,None,Failed
TXN006337,Credit Card,None,Pending
TXN006338,Bank Transfer,None,Failed
TXN006339,Debit Card,Amex,Pending
TXN006340,Bank Transfer,None,Success
TXN006341,PayPal,None,Pending
TXN006342,PayPal,None,Success
TXN006343,PayPal,None,Success
TXN006344,Crypto,None,Pending
TXN006345,Bank Transfer,None,Pending
TXN006346,Crypto,None,Success
TXN006347,Credit Card,Visa,Success
TXN006348,Credit Card,MasterCard,Success
TXN006349,Debit Card,Amex,Success
TXN006350,PayPal,None,Failed
TXN006351,Bank Transfer,None,Failed
TXN006352,Debit Card,MasterCard,Failed
TXN006353,Debit Card,MasterCard,Pending
TXN006354,PayPal,None,Pending
TXN006355,PayPal,None,Pending
TXN006356,Crypto,None,Failed
TXN006357,Debit Card,Visa,Pending
TXN006358,Crypto,None,Success
TXN006359,Crypto,None,Success
TXN006360,Bank Transfer,None,Failed
TXN006361,PayPal,None,Success
TXN006362,Credit Card,MasterCard,Pending
TXN006363,Crypto,None,Pending
TXN006364,Crypto,None,Success
TXN006365,Debit Card,Visa,Failed
TXN006366,Crypto,None,Success
TXN006367,Credit Card,Amex,Success
TXN006368,Credit Card,None,Success
TXN006369,Crypto,None,Failed
TXN006370,Crypto,None,Pending
TXN006371,Crypto,None,Failed
TXN006372,Bank Transfer,None,Success
TXN006373,Bank Transfer,None,Failed
TXN006374,PayPal,None,Success
TXN006375,Debit Card,MasterCard,Pending
TXN006376,Crypto,None,Success
TXN006377,Debit Card,Amex,Failed
TXN006378,PayPal,None,Success
TXN006379,PayPal,None,Success
TXN006380,Debit Card,Visa,Success
TXN006381,Bank Transfer,None,Pending
TXN006382,Debit Card,MasterCard,Success
TXN006383,PayPal,None,Success
TXN006384,Debit Card,Visa,Pending
TXN006385,PayPal,None,Failed
TXN006386,Bank Transfer,None,Failed
TXN006387,Credit Card,None,Pending
TXN006388,Crypto,None,Success
TXN006389,Crypto,None,Failed
TXN006390,Credit Card,None,Success
TXN006391,Crypto,None,Pending
TXN006392,PayPal,None,Failed
TXN006393,Crypto,None,Pending
TXN006394,Bank Transfer,None,Pending
TXN006395,Crypto,None,Pending
TXN006396,Credit Card,Visa,Failed
TXN006397,Crypto,None,Pending
TXN006398,Crypto,None,Success
TXN006399,Crypto,None,Failed
TXN006400,PayPal,None,Pending
TXN006401,Crypto,None,Success
TXN006402,Bank Transfer,None,Failed
TXN006403,PayPal,None,Success
TXN006404,Debit Card,Amex,Success
TXN006405,Bank Transfer,None,Success
TXN006406,Bank Transfer,None,Pending
TXN006407,Crypto,None,Success
TXN006408,Credit Card,Visa,Failed
TXN006409,Credit Card,Amex,Failed
TXN006410,Bank Transfer,None,Failed
TXN006411,Crypto,None,Failed
TXN006412,Crypto,None,Pending
TXN006413,Credit Card,Visa,Failed
TXN006414,Crypto,None,Failed
TXN006415,Debit Card,Visa,Pending
TXN006416,Crypto,None,Pending
TXN006417,Crypto,None,Pending
TXN006418,Bank Transfer,None,Success
TXN006419,Credit Card,MasterCard,Success
TXN006420,Bank Transfer,None,Pending
